ID_P,Data,Settimana,Squadra_C,Squadra_T,Possesso_C,Possesso_T
2002233,2015-12-12,16,8697,8722,43,57
2002234,2015-12-12,16,8226,9904,41,59
2002235,2015-12-11,16,9905,10269,64,36
2002236,2015-12-12,16,8262,8177,26,74
2002237,2015-12-18,17,10189,8226,56,44
2002238,2015-12-20,17,9788,8262,63,37
2002239,2015-12-19,17,9790,8406,54,46
2002240,2015-12-19,17,10269,8721,33,67
2002241,2015-12-19,17,9810,8697,57,43
2002242,2015-12-19,17,8722,9789,26,74
2002243,2015-12-19,17,9904,9823,24,76
2002244,2015-12-20,17,8177,9905,71,29
2002245,2015-12-19,17,8234,8178,50,50
2002246,2016-01-24,18,10189,8697,60,40
2002247,2016-01-23,18,9788,9789,50,50
2002248,2016-01-22,18,9790,9823,31,69
2002249,2016-01-24,18,9810,8721,45,55
2002250,2016-01-23,18,8722,10269,50,50
2002251,2016-01-23,18,9904,8262,64,36
2002252,2016-01-23,18,8177,8406,71,29
2002253,2016-01-23,18,8226,8178,41,59
2002254,2016-01-23,18,8234,9905,46,54
2002255,2016-01-31,19,9823,8226,72,28
2002256,2016-01-30,19,9789,8234,60,40
2002257,2016-01-30,19,8178,9904,62,38
2002258,2016-01-31,19,8721,8722,66,34
2002259,2016-01-30,19,10269,9790,41,59
2002260,2016-01-30,19,8406,9810,54,46
2002261,2016-01-30,19,8697,8177,39,61
2002262,2016-01-29,19,9905,9788,43,57
2002263,2016-01-30,19,8262,10189,35,65
2002264,2016-02-06,20,10189,8721,50,50
2002265,2016-02-06,20,8178,9823,31,69
2002266,2016-02-05,20,9788,8697,53,47
2002267,2016-02-07,20,9790,8722,70,30
2002268,2016-02-06,20,9810,10269,50,50
2002269,2016-02-06,20,9904,9905,47,53
2002270,2016-02-06,20,8177,9789,46,54
2002271,2016-02-07,20,8226,8262,54,46
2002272,2016-02-06,20,8234,8406,38,62
2002273,2016-02-13,21,9789,9904,71,29
2002274,2016-02-13,21,8721,8234,48,52
2002275,2016-02-14,21,9790,9788,46,54
2002276,2016-02-13,21,10269,8177,55,45
2002277,2016-02-14,21,8406,9823,42,58
2002278,2016-02-13,21,8697,8226,56,44
2002279,2016-02-13,21,8722,9810,46,54
2002280,2016-02-12,21,9905,10189,50,50
2002281,2016-02-13,21,8262,8178,44,56
2002282,2016-02-20,22,9823,8262,75,25
2002283,2016-02-21,22,10189,10269,52,48
2002284,2016-02-21,22,8178,9789,53,47
2002285,2016-02-20,22,9788,8722,66,34
2002286,2016-02-19,22,9810,9790,47,53
2002287,2016-02-21,22,9904,8406,46,54
2002288,2016-02-20,22,8177,8721,56,44
2002289,2016-02-20,22,8226,9905,50,50
2002290,2016-02-20,22,8234,8697,49,51
2002291,2016-02-28,23,9789,8226,68,32
2002292,2016-02-27,23,8721,9823,34,66
2002293,2016-02-27,23,9790,8234,44,56
2002294,2016-02-27,23,10269,9904,49,51
2002295,2016-02-28,23,8406,9788,49,51
2002296,2016-02-27,23,8697,8262,61,39
2002297,2016-02-28,23,9810,10189,55,45
2002298,2016-02-26,23,8722,8177,40,60
2002299,2016-02-28,23,9905,8178,52,48
2002300,2016-03-02,24,9823,9905,77,23
2002301,2016-03-02,24,10189,9790,60,40
2002302,2016-03-02,24,8178,8697,59,41
2002303,2016-03-02,24,9788,10269,66,34
2002304,2016-03-01,24,9904,8721,44,56
2002305,2016-03-02,24,8177,9810,55,45
2002306,2016-03-02,24,8226,8406,53,47
2002307,2016-03-01,24,8234,8722,59,41
2002308,2016-03-02,24,8262,9789,35,65
2002309,2016-03-05,25,9789,9823,53,47
2002310,2016-03-05,25,8721,9788,62,38
2002311,2016-03-06,25,9790,8177,60,40
2002312,2016-03-05,25,10269,8226,49,51
2002313,2016-03-05,25,8406,8178,54,46
2002314,2016-03-05,25,8697,9904,48,52
2002315,2016-03-05,25,9810,8234,57,43
2002316,2016-03-05,25,8722,10189,37,63
2002317,2016-03-06,25,9905,8262,61,39
2002318,2016-03-12,26,9823,8697,76,24
2002319,2016-03-13,26,9789,9905,63,37
2002320,2016-03-13,26,8178,9790,40,60
2002321,2016-03-12,26,9788,9810,64,36
2002322,2016-03-12,26,9904,8722,58,42
2002323,2016-03-11,26,8177,10189,59,41
2002324,2016-03-12,26,8226,8721,44,56
2002325,2016-03-12,26,8234,10269,43,57
2002326,2016-03-12,26,8262,8406,40,60
2002327,2016-03-18,27,10189,9788,51,49
2002328,2016-03-19,27,8721,8262,66,34
2002329,2016-03-19,27,9790,8226,58,42
2002330,2016-03-20,27,10269,8178,50,50
2002331,2016-03-20,27,8406,9789,20,80
2002332,2016-03-19,27,8697,9905,48,52
2002333,2016-03-19,27,9810,9904,54,46
2002334,2016-03-19,27,8722,9823,21,79
2002335,2016-03-19,27,8177,8234,55,45
2002336,2016-04-02,28,9823,9810,72,28
2002337,2016-04-02,28,9789,8697,59,41
2002338,2016-04-01,28,8178,8721,49,51
2002339,2016-04-03,28,9788,8177,53,47
2002340,2016-04-02,28,9904,9790,60,40
2002341,2016-04-03,28,8226,8722,45,55
2002342,2016-04-02,28,9905,8406,50,50
2002343,2016-04-02,28,8234,10189,55,45
2002344,2016-04-02,28,8262,10269,43,57
2002345,2016-04-10,29,10189,9789,53,47
2002346,2016-04-09,29,8721,9905,46,54
2002347,2016-04-09,29,9790,8262,65,35
2002348,2016-04-09,29,10269,9823,25,75
2002349,2016-04-09,29,8697,8406,58,42
2002350,2016-04-09,29,9810,8226,54,46
2002351,2016-04-10,29,8722,8178,48,52
2002352,2016-04-08,29,8177,9904,68,32
2002353,2016-04-09,29,8234,9788,52,48
2002414,2016-04-16,30,9823,10189,68,32
2002415,2016-04-17,30,9789,9790,66,34
2002416,2016-04-16,30,8178,9810,64,36
2002417,2016-04-16,30,8406,10269,57,43
2002418,2016-04-16,30,8697,8721,42,58
2002419,2016-04-15,30,9904,9788,61,39
2002420,2016-04-16,30,8226,8177,48,52
2002421,2016-04-17,30,9905,8722,55,45
2002422,2016-04-16,30,8262,8234,45,55
2002424,2016-04-23,31,10189,8178,64,36
2002425,2016-04-24,31,9788,8226,55,45
2002426,2016-04-23,31,8721,8406,65,35
2002427,2016-04-22,31,9790,8697,56,44
2002428,2016-04-23,31,10269,9789,36,64
2002429,2016-04-24,31,9810,9905,55,45
2002430,2016-04-23,31,8722,8262,71,29
2002431,2016-04-23,31,8177,9823,37,63
2002432,2016-04-23,31,8234,9904,57,43
2002433,2016-04-30,32,9823,9788,50,50
2002434,2016-04-30,32,9789,8721,54,46
2002435,2016-04-30,32,8178,8177,52,48
2002436,2016-04-29,32,8406,8722,49,51
2002437,2016-05-02,32,8697,10269,54,46
2002438,2016-04-30,32,9904,10189,41,59
2002439,2016-04-30,32,8226,8234,56,44
2002440,2016-04-30,32,9905,9790,59,41
2002441,2016-04-30,32,8262,9810,41,59
2002442,2016-05-07,33,10189,8406,65,35
2002443,2016-05-07,33,9788,8178,53,47
2002444,2016-05-07,33,9790,8721,53,47
2002445,2016-05-07,33,10269,9905,44,56
2002446,2016-05-07,33,9810,9789,34,66
2002447,2016-05-07,33,8722,8697,49,51
2002448,2016-05-07,33,9904,8226,50,50
2002449,2016-05-07,33,8177,8262,67,33
2002450,2016-05-07,33,8234,9823,37,63
2002487,2016-05-14,34,9823,9904,56,44
2002488,2016-05-14,34,9789,8722,76,24
2002489,2016-05-14,34,8178,8234,46,54
2002490,2016-05-14,34,8721,10269,58,42
2002491,2016-05-14,34,8406,9790,44,56
2002492,2016-05-14,34,8697,9810,51,49
2002493,2016-05-14,34,8226,10189,51,49
2002494,2016-05-14,34,9905,8177,40,60
2002495,2016-05-14,34,8262,9788,40,60
2030082,2015-08-23,1,8581,9910,35,65
2030083,2015-08-22,1,9906,8306,65,35
2030084,2015-08-21,1,9864,8302,50,50
2030085,2015-08-23,1,8315,8634,19,81
2030086,2015-08-24,1,7878,8372,56,44
2030087,2015-08-22,1,8558,8305,45,55
2030088,2015-08-23,1,8603,10205,63,37
2030089,2015-08-23,1,9869,8633,35,65
2030090,2015-08-22,1,9783,8560,61,39
2030091,2015-08-22,1,8370,10267,55,45
2030092,2015-08-29,2,9910,8370,58,42
2030093,2015-08-30,2,8306,8581,56,44
2030094,2015-08-30,2,8302,9906,52,48
2030095,2015-08-29,2,8634,9864,67,33
2030096,2015-08-30,2,8372,8315,52,48
2030097,2015-08-30,2,8305,7878,57,43
2030098,2015-08-28,2,10205,8558,55,45
2030099,2015-08-29,2,8633,8603,68,32
2030100,2015-08-29,2,8560,9869,69,31
2030101,2015-08-30,2,10267,9783,51,49
2030102,2015-09-13,3,9910,8306,60,40
2030103,2015-09-11,3,8581,8302,48,52
2030104,2015-09-12,3,9906,8634,21,79
2030105,2015-09-13,3,9864,8372,61,39
2030106,2015-09-13,3,8315,8305,60,40
2030107,2015-09-13,3,7878,10205,51,49
2030108,2015-09-12,3,8558,8633,41,59
2030109,2015-09-12,3,8603,8560,61,39
2030110,2015-09-12,3,9869,10267,48,52
2030111,2015-09-14,3,8370,9783,65,35
2030112,2015-09-20,4,8306,8370,47,53
2030113,2015-09-20,4,8302,9910,36,64
2030114,2015-09-20,4,8634,8581,72,28
2030115,2015-09-19,4,8372,9906,45,55
2030116,2015-09-18,4,8305,9864,47,53
2030117,2015-09-20,4,10205,8315,45,55
2030118,2015-09-19,4,8633,7878,69,31
2030119,2015-09-19,4,8560,8558,56,44
2030120,2015-09-19,4,10267,8603,56,44
2030121,2015-09-20,4,9783,9869,60,40
2030122,2015-09-23,5,8306,8302,53,47
2030123,2015-09-23,5,9910,8634,50,50
2030124,2015-09-23,5,8581,8372,54,46
2030125,2015-09-22,5,9906,8305,56,44
2030126,2015-09-23,5,9864,10205,64,36
2030127,2015-09-23,5,8315,8633,45,55
2030128,2015-09-22,5,7878,8560,50,50
2030129,2015-09-22,5,8558,10267,50,50
2030130,2015-09-24,5,8603,9783,60,40
2030131,2015-09-23,5,8370,9869,53,47
2030132,2015-09-26,6,8302,8370,59,41
2030133,2015-09-26,6,8634,8306,67,33
2030134,2015-09-26,6,8372,9910,48,52
2030135,2015-09-27,6,8305,8581,56,44
2030136,2015-09-26,6,10205,9906,54,46
2030137,2015-09-26,6,8633,9864,64,36
2030138,2015-09-27,6,8560,8315,54,46
2030139,2015-09-25,6,10267,7878,51,49
2030140,2015-09-27,6,9783,8558,47,53
2030141,2015-09-27,6,9869,8603,61,39
2030142,2015-10-03,7,8302,8634,44,56
2030143,2015-10-03,7,8306,8372,50,50
2030144,2015-10-02,7,9910,8305,56,44
2030145,2015-10-04,7,8581,10205,43,57
2030146,2015-10-04,7,9906,8633,44,56
2030147,2015-10-03,7,9864,8560,51,49
2030148,2015-10-04,7,8315,10267,57,43
2030149,2015-10-03,7,7878,9783,50,50
2030150,2015-10-03,7,8558,9869,42,58
2030151,2015-10-04,7,8370,8603,60,40
2030152,2015-10-17,8,8634,8370,55,45
2030153,2015-10-17,8,8372,8302,42,58
2030154,2015-10-18,8,8305,8306,39,61
2030155,2015-10-18,8,10205,9910,46,54
2030156,2015-10-17,8,8633,8581,57,43
2030157,2015-10-18,8,8560,9906,45,55
2030158,2015-10-17,8,10267,9864,62,38
2030159,2015-10-18,8,9783,8315,48,52
2030160,2015-10-19,8,9869,7878,61,39
2030161,2015-10-17,8,8603,8558,47,53
2030162,2015-10-25,9,8634,8372,66,34
2030163,2015-10-24,9,8302,8305,56,44
2030164,2015-10-25,9,8306,10205,59,41
2030165,2015-10-24,9,9910,8633,46,54
2030166,2015-10-25,9,8581,8560,51,49
2030167,2015-10-25,9,9906,10267,49,51
2030168,2015-10-24,9,9864,9783,53,47
2030169,2015-10-26,9,8315,9869,49,51
2030170,2015-10-24,9,7878,8603,50,50
2030171,2015-10-23,9,8370,8558,59,41
2030172,2015-11-01,10,8372,8370,51,49
2030173,2015-10-31,10,8305,8634,41,59
2030174,2015-10-31,10,10205,8302,52,48
2030175,2015-10-31,10,8633,8306,58,42
2030176,2015-10-31,10,8560,9910,51,49
2030177,2015-10-31,10,10267,8581,60,40
2030178,2015-10-30,10,9783,9906,31,69
2030179,2015-11-01,10,9869,9864,49,51
2030180,2015-11-01,10,8603,8315,49,51
2030181,2015-11-01,10,8558,7878,44,56
2030182,2015-11-07,11,8372,8305,47,53
2030183,2015-11-08,11,8634,10205,72,28
2030184,2015-11-08,11,8302,8633,35,65
2030185,2015-11-06,11,8306,8560,53,47
2030186,2015-11-07,11,9910,10267,60,40
2030187,2015-11-07,11,8581,9783,55,45
2030188,2015-11-08,11,9906,9869,70,30
2030189,2015-11-07,11,9864,8603,58,42
2030190,2015-11-08,11,8315,8558,51,49
2030191,2015-11-07,11,8370,7878,50,50
2030192,2015-11-23,12,8305,8370,35,65
2030193,2015-11-22,12,10205,8372,56,44
2030194,2015-11-21,12,8633,8634,31,69
2030196,2015-11-21,12,8560,8302,63,37
2030197,2015-11-21,12,10267,8306,49,51
2030198,2015-11-21,12,9783,9910,53,47
2030199,2015-11-22,12,9869,8581,61,39
2030200,2015-11-22,12,8603,9906,46,54
2030201,2015-11-21,12,8558,9864,44,56
2030202,2015-11-22,12,7878,8315,43,57
2030203,2015-11-29,13,8305,10205,43,57
2030204,2015-11-29,13,8372,8633,28,72
2030205,2015-11-28,13,8634,8560,64,36
2030206,2015-11-29,13,8302,10267,55,45
2030207,2015-11-28,13,8306,9783,62,38
2030208,2015-11-28,13,9910,9869,47,53
2030209,2015-11-27,13,8581,8603,42,58
2030210,2015-11-28,13,9906,8558,54,46
2030211,2015-11-28,13,9864,7878,58,42
2030212,2015-11-29,13,8370,8315,61,39
2030213,2015-12-06,14,10205,8370,51,49
2030214,2015-12-05,14,8633,8305,70,30
2030215,2015-12-06,14,8560,8372,54,46
2030216,2015-12-05,14,10267,8634,37,63
2030217,2015-12-05,14,9783,8302,49,51
2030218,2015-12-06,14,9869,8306,44,56
2030219,2015-12-05,14,8603,9910,50,50
2030220,2015-12-07,14,8558,8581,59,41
2030221,2015-12-05,14,7878,9906,39,61
2030222,2015-12-06,14,8315,9864,54,46
2030223,2015-12-13,15,10205,8633,43,57
2030224,2015-12-11,15,8305,8560,37,63
2030225,2015-12-13,15,8372,10267,53,47
2030226,2015-12-12,15,8634,9783,69,31
2030227,2015-12-12,15,8302,9869,62,38
2030228,2015-12-12,15,8306,8603,56,44
2030229,2015-12-12,15,9910,8558,69,31
2030230,2015-12-12,15,8581,7878,45,55
2030231,2015-12-13,15,9906,8315,55,45
2030232,2015-12-13,15,8370,9864,54,46
2030233,2015-12-20,16,8633,8370,58,42
2030234,2015-12-20,16,8560,10205,61,39
2030235,2015-12-19,16,10267,8305,62,38
2030236,2015-12-19,16,9783,8372,48,52
2030237,2016-02-17,16,9869,8634,27,73
2030238,2015-12-19,16,8603,8302,46,54
2030239,2015-12-19,16,8558,8306,54,46
2030240,2015-12-20,16,7878,9910,51,49
2030241,2015-12-20,16,8315,8581,53,47
2030242,2015-12-20,16,9864,9906,57,43
2030243,2015-12-30,17,8633,8560,59,41
2030244,2015-12-31,17,10205,10267,61,39
2030245,2015-12-30,17,8305,9783,48,52
2030246,2015-12-30,17,8372,9869,52,48
2030247,2015-12-30,17,8634,8603,74,26
2030248,2015-12-30,17,8302,8558,46,54
2030249,2015-12-30,17,8306,7878,57,43
2030250,2015-12-30,17,9910,8315,56,44
2030251,2015-12-30,17,8581,9864,39,61
2030252,2015-12-30,17,8370,9906,60,40
2030253,2016-01-03,18,8370,8560,50,50
2030254,2016-01-03,18,10267,8633,43,57
2030255,2016-01-03,18,9783,10205,62,38
2030256,2016-01-04,18,9869,8305,46,54
2030257,2016-01-03,18,8603,8372,62,38
2030258,2016-01-02,18,8558,8634,27,73
2030259,2016-01-03,18,7878,8302,46,54
2030260,2016-01-03,18,8315,8306,43,57
2030261,2016-01-02,18,9864,9910,49,51
2030262,2016-01-02,18,9906,8581,57,43
2030263,2016-01-10,19,8560,10267,38,62
2030264,2016-01-09,19,8633,9783,59,41
2030265,2016-01-10,19,10205,9869,52,48
2030266,2016-01-09,19,8305,8603,52,48
2030267,2016-01-10,19,8372,8558,48,52
2030268,2016-01-09,19,8634,7878,63,37
2030269,2016-01-09,19,8302,8315,55,45
2030270,2016-01-10,19,8306,9864,56,44
2030271,2016-01-10,19,9910,9906,53,47
2030272,2016-01-09,19,8581,8370,51,49
2030348,2016-01-16,20,9910,8581,47,53
2030349,2016-01-17,20,8306,9906,49,51
2030350,2016-01-16,20,8302,9864,58,42
2030351,2016-01-17,20,8634,8315,66,34
2030352,2016-01-18,20,8372,7878,62,38
2030353,2016-01-17,20,8305,8558,48,52
2030354,2016-01-16,20,10205,8603,49,51
2030355,2016-01-17,20,8633,9869,66,34
2030356,2016-01-16,20,8560,9783,54,46
2030357,2016-01-17,20,10267,8370,40,60
2030358,2016-01-23,21,8370,9910,69,31
2030359,2016-01-25,21,8581,8306,43,57
2030360,2016-01-24,21,9906,8302,68,32
2030361,2016-01-23,21,9864,8634,47,53
2030362,2016-01-24,21,8315,8372,60,40
2030363,2016-01-23,21,7878,8305,64,36
2030364,2016-01-23,21,8558,10205,53,47
2030365,2016-01-24,21,8603,8633,45,55
2030366,2016-01-22,21,9869,8560,47,53
2030367,2016-01-24,21,9783,10267,49,51
2030368,2016-01-31,22,8306,9910,52,48
2030369,2016-01-31,22,8302,8581,54,46
2030370,2016-01-30,22,8634,9906,64,36
2030371,2016-01-30,22,8372,9864,55,45
2030372,2016-01-30,22,8305,8315,50,50
2030373,2016-01-30,22,10205,7878,61,39
2030374,2016-01-31,22,8633,8558,73,27
2030375,2016-01-30,22,8560,8603,57,43
2030376,2016-01-31,22,10267,9869,68,32
2030377,2016-02-01,22,9783,8370,53,47
2030378,2016-02-06,23,8370,8306,49,51
2030379,2016-02-07,23,9910,8302,52,48
2030380,2016-02-07,23,8581,8634,38,62
2030381,2016-02-06,23,9906,8372,46,54
2030382,2016-02-05,23,9864,8305,45,55
2030383,2016-02-06,23,8315,10205,72,28
2030384,2016-02-07,23,7878,8633,37,63
2030385,2016-02-08,23,8558,8560,52,48
2030386,2016-02-07,23,8603,10267,49,51
2030387,2016-02-06,23,9869,9783,38,62
2030388,2016-02-14,24,8302,8306,52,48
2030389,2016-02-14,24,8634,9910,57,43
2030390,2016-02-14,24,8372,8581,55,45
2030391,2016-02-14,24,8305,9906,50,50
2030392,2016-02-13,24,10205,9864,69,31
2030393,2016-02-13,24,8633,8315,55,45
2030394,2016-02-14,24,8560,7878,49,51
2030395,2016-02-13,24,10267,8558,68,32
2030396,2016-02-13,24,9783,8603,51,49
2030397,2016-02-12,24,9869,8370,44,56
2030398,2016-02-21,25,8370,8302,52,48
2030399,2016-02-20,25,8306,8634,31,69
2030400,2016-02-20,25,9910,8372,64,36
2030401,2016-02-19,25,8581,8305,65,35
2030402,2016-02-21,25,9906,10205,52,48
2030403,2016-02-21,25,9864,8633,43,57
2030404,2016-02-21,25,8315,8560,54,46
2030405,2016-02-21,25,7878,10267,50,50
2030406,2016-02-20,25,8558,9783,48,52
2030407,2016-02-20,25,8603,9869,52,48
2030408,2016-02-28,26,8634,8302,62,38
2030409,2016-02-26,26,8372,8306,55,45
2030410,2016-02-27,26,8305,9910,49,51
2030411,2016-02-28,26,10205,8581,49,51
2030412,2016-02-27,26,8633,9906,67,33
2030413,2016-02-27,26,8560,9864,50,50
2030414,2016-02-28,26,10267,8315,49,51
2030415,2016-02-28,26,9783,7878,63,37
2030416,2016-02-27,26,9869,8558,47,53
2030417,2016-02-27,26,8603,8370,45,55
2030418,2016-03-03,27,8370,8634,38,62
2030419,2016-03-02,27,8302,8372,58,42
2030420,2016-03-01,27,8306,8305,51,49
2030421,2016-03-02,27,9910,10205,54,46
2030422,2016-03-02,27,8581,8633,43,57
2030423,2016-03-01,27,9906,8560,58,42
2030424,2016-03-02,27,9864,10267,46,54
2030425,2016-03-02,27,8315,9783,50,50
2030426,2016-03-03,27,7878,9869,53,47
2030427,2016-03-03,27,8558,8603,43,57
2030428,2016-03-06,28,8372,8634,36,64
2030429,2016-03-05,28,8305,8302,46,54
2030430,2016-03-05,28,10205,8306,40,60
2030431,2016-03-05,28,8633,9910,48,52
2030432,2016-03-06,28,8560,8581,61,39
2030433,2016-03-06,28,10267,9906,52,48
2030434,2016-03-05,28,9783,9864,55,45
2030435,2016-03-06,28,9869,8315,34,66
2030436,2016-03-06,28,8603,7878,58,42
2030437,2016-03-07,28,8558,8370,35,65
2030438,2016-03-12,29,8370,8372,62,38
2030439,2016-03-12,29,8634,8305,61,39
2030440,2016-03-13,29,8302,10205,60,40
2030441,2016-03-13,29,8306,8633,47,53
2030442,2016-03-12,29,9910,8560,47,53
2030443,2016-03-13,29,8581,10267,50,50
2030444,2016-03-12,29,9906,9783,54,46
2030445,2016-03-11,29,9864,9869,59,41
2030446,2016-03-13,29,8315,8603,58,42
2030447,2016-03-14,29,7878,8558,63,37
2030448,2016-03-18,30,8305,8372,50,50
2030449,2016-03-20,30,10205,8634,38,62
2030450,2016-03-20,30,8633,8302,61,39
2030451,2016-03-19,30,8560,8306,66,34
2030452,2016-03-20,30,10267,9910,46,54
2030453,2016-03-19,30,9783,8581,51,49
2030454,2016-03-19,30,9869,9906,47,53
2030455,2016-03-19,30,8603,9864,47,53
2030456,2016-03-20,30,8558,8315,43,57
2030457,2016-03-19,30,7878,8370,36,64
2030458,2016-04-01,31,8370,8305,59,41
2030459,2016-04-03,31,8372,10205,49,51
2030460,2016-04-02,31,8634,8633,67,33
2030461,2016-04-03,31,8302,8560,48,52
2030462,2016-04-02,31,8306,10267,59,41
2030463,2016-04-02,31,9910,9783,57,43
2030464,2016-04-04,31,8581,9869,55,45
2030465,2016-04-02,31,9906,8603,50,50
2030466,2016-04-03,31,9864,8558,56,44
2030467,2016-04-03,31,8315,7878,58,42
2030468,2016-04-10,32,10205,8305,55,45
2030469,2016-04-09,32,8633,8372,71,29
2030470,2016-04-09,32,8560,8634,28,72
2030471,2016-04-10,32,10267,8302,64,36
2030472,2016-04-11,32,9783,8306,40,60
2030473,2016-04-10,32,9869,9910,41,59
2030474,2016-04-09,32,8603,8581,54,46
2030475,2016-04-09,32,8558,9906,49,51
2030476,2016-04-08,32,7878,9864,51,49
2030477,2016-04-10,32,8315,8370,46,54
2030478,2016-04-17,33,8370,10205,52,48
2030479,2016-04-16,33,8305,8633,33,67
2030480,2016-04-16,33,8372,8560,48,52
2030481,2016-04-17,33,8634,10267,73,27
2030482,2016-04-17,33,8302,9783,58,42
2030483,2016-04-16,33,8306,9869,57,43
2030484,2016-04-16,33,9910,8603,60,40
2030485,2016-04-15,33,8581,8558,64,36
2030486,2016-04-17,33,9906,7878,60,40
2030487,2016-04-17,33,9864,8315,49,51
2030488,2016-04-20,34,8633,10205,65,35
2030489,2016-04-21,34,8560,8305,71,29
2030490,2016-04-20,34,10267,8372,67,33
2030491,2016-04-20,34,9783,8634,39,61
2030492,2016-04-20,34,9869,8302,71,29
2030493,2016-04-19,34,8603,8306,33,67
2030494,2016-04-19,34,8558,9910,36,64
2030495,2016-04-21,34,7878,8581,59,41
2030496,2016-04-20,34,8315,9906,68,32
2030497,2016-04-20,34,9864,8370,44,56
2030498,2016-04-23,35,8370,8633,53,47
2030499,2016-04-24,35,10205,8560,35,65
2030500,2016-04-24,35,8305,10267,38,62
2030501,2016-04-23,35,8372,9783,56,44
2030502,2016-04-23,35,8634,9869,70,30
2030503,2016-04-24,35,8302,8603,52,48
2030504,2016-04-22,35,8306,8558,57,43
2030505,2016-04-25,35,9910,7878,76,24
2030506,2016-04-24,35,8581,8315,34,66
2030507,2016-04-23,35,9906,9864,45,55
2030508,2016-04-30,36,8560,8633,39,61
2030509,2016-05-01,36,10267,10205,61,39
2030510,2016-05-01,36,9783,8305,63,37
2030511,2016-04-29,36,9869,8372,47,53
2030512,2016-04-30,36,8603,8634,36,64
2030513,2016-05-01,36,8558,8302,40,60
2030514,2016-04-30,36,7878,8306,52,48
2030515,2016-05-01,36,8315,9910,52,48
2030516,2016-05-02,36,9864,8581,51,49
2030517,2016-04-30,36,9906,8370,38,62
2030518,2016-05-08,37,8560,8370,37,63
2030519,2016-05-08,37,8633,10267,55,45
2030520,2016-05-08,37,10205,9783,61,39
2030521,2016-05-08,37,8305,9869,46,54
2030522,2016-05-08,37,8372,8603,57,43
2030523,2016-05-08,37,8634,8558,75,25
2030524,2016-05-08,37,8302,7878,41,59
2030525,2016-05-08,37,8306,8315,55,45
2030526,2016-05-08,37,9910,9864,60,40
2030527,2016-05-08,37,8581,9906,61,39
2030528,2016-05-13,38,10267,8560,52,48
2030529,2016-05-14,38,9783,8633,27,73
2030530,2016-05-15,38,9869,10205,47,53
2030531,2016-05-15,38,8603,8305,60,40
2030532,2016-05-15,38,8558,8372,56,44
2030533,2016-05-14,38,7878,8634,25,75
2030534,2016-05-14,38,8315,8302,64,36
2030535,2016-05-15,38,9864,8306,42,58
2030536,2016-05-14,38,9906,9910,38,62
2030537,2016-05-15,38,8370,8581,53,47
2060255,2015-08-23,1,8534,8533,66,34
2060256,2015-08-23,1,8535,8564,51,49
2060257,2015-08-23,1,9891,9804,38,62
2060258,2015-08-22,1,9876,8686,30,70
2060259,2015-08-23,1,8636,8524,62,38
2060260,2015-08-23,1,9885,8600,67,33
2060261,2015-08-22,1,8543,9857,67,33
2060262,2015-08-23,1,8540,10233,56,44
2060263,2015-08-23,1,9882,208931,66,34
2060264,2015-08-23,1,7943,9875,54,46
2060266,2015-08-30,2,8524,9891,64,36
2060267,2015-08-29,2,9857,7943,52,48
2060268,2015-08-30,2,208931,8636,25,75
2060269,2015-08-30,2,8533,8543,47,53
2060270,2015-08-30,2,10233,9876,68,32
2060271,2015-08-29,2,8564,8534,55,45
2060272,2015-08-30,2,9875,9882,57,43
2060273,2015-08-30,2,8686,9885,67,33
2060274,2015-08-30,2,9804,8535,30,70
2060275,2015-08-30,2,8600,8540,48,52
2060276,2015-09-13,3,8534,9875,52,48
2060277,2015-09-12,3,8535,10233,56,44
2060278,2015-09-12,3,9891,8686,35,65
2060279,2015-09-13,3,9876,9804,65,35
2060280,2015-09-13,3,8636,8564,63,37
2060281,2015-09-12,3,9885,8533,67,33
2060282,2015-09-13,3,8543,8600,64,36
2060283,2015-09-13,3,8540,208931,66,34
2060284,2015-09-14,3,9882,9857,58,42
2060285,2015-09-13,3,7943,8524,56,44
2060286,2016-01-17,20,8533,8534,42,58
2060287,2016-01-17,20,8564,8535,30,70
2060288,2016-01-16,20,9804,9891,70,30
2060289,2016-01-17,20,8686,9876,75,25
2060290,2016-01-16,20,8524,8636,47,53
2060291,2016-01-17,20,8600,9885,42,58
2060292,2016-01-17,20,9857,8543,39,61
2060293,2016-01-17,20,10233,8540,55,45
2060294,2016-01-17,20,208931,9882,45,55
2060295,2016-01-16,20,9875,7943,71,29
2060296,2016-01-23,21,9891,8524,52,48
2060297,2016-01-24,21,7943,9857,46,54
2060298,2016-01-24,21,8636,208931,79,21
2060299,2016-01-24,21,8543,8533,58,42
2060300,2016-01-24,21,9876,10233,38,62
2060301,2016-01-23,21,8534,8564,65,35
2060302,2016-01-24,21,9882,9875,51,49
2060303,2016-01-24,21,9885,8686,60,40
2060304,2016-01-24,21,8535,9804,58,42
2060305,2016-01-24,21,8540,8600,52,48
2060306,2016-01-31,22,9875,8534,68,32
2060307,2016-01-31,22,10233,8535,53,47
2060308,2016-01-30,22,8686,9891,72,28
2060309,2016-01-31,22,9804,9876,61,39
2060310,2016-01-31,22,8564,8636,38,62
2060311,2016-01-31,22,8533,9885,32,68
2060312,2016-01-31,22,8600,8543,47,53
2060313,2016-01-30,22,208931,8540,49,51
2060314,2016-01-31,22,9857,9882,53,47
2060315,2016-01-30,22,8524,7943,50,50
